Integration Time,25
Timestamp,2019-03-04 08_37_33.457000
Note,
Temperature,10.00
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.0
Laser Enable,True
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 08:37:33 Toluene 10x25ms Spectrum,2019-03-04 08:37:51 Cyclohexane 10x25ms Spectrum,2019-03-04 08:38:24 Benzene 10x10ms Spectrum,2019-03-04 08:39:05 BMSB 10x5ms Spectrum,2019-03-04 08:39:49 Caffeine 10x50ms Spectrum,2019-03-04 08:40:06 AmmoniumNitrate 10x50ms Spectrum,2019-03-04 08:40:25 Isopropanol 10x50ms Spectrum,2019-03-04 08:40:43 Acetaminophen 10x50ms Spectrum,2019-03-04 08:41:02 Acetone 10x50ms Spectrum,2019-03-04 08:41:36 CoconutOil 10x100ms Spectrum,2019-03-04 08:41:51 Methanol 10x100ms Spectrum,2019-03-04 08:42:09 MineralOil 10x100ms Spectrum,2019-03-04 08:43:30 Fructose 10x300ms Spectrum,2019-03-04 08:43:50 Sugar 10x300ms Spectrum,2019-03-04 08:44:24 Sucrose 10x300ms Spectrum,2019-03-04 08:44:45 AmmoniumChloride 10x300ms Spectrum,2019-03-04 08:46:11 GlucoseSolution 10x1000ms Spectrum
708,895.86,1576.37,1219.00,80.90,832.80,6222.90,4439.90,626.80,132.50,9365.20,438.20,3362.30,1040.80,348.50,4219.50,7221.50,1764.60,5213.30,1910.00
709,895.98,1577.87,1431.40,61.60,956.00,7595.50,4388.30,609.50,134.70,9066.50,419.70,3347.80,1001.60,320.50,4240.20,7260.90,1773.40,5190.70,1920.70
710,896.10,1579.37,1690.30,57.80,1112.40,9419.60,4378.20,605.30,124.20,8781.80,414.40,3331.00,1003.90,326.60,4190.00,7195.60,1778.40,5176.00,1974.80
711,896.22,1580.87,1955.40,50.10,1276.10,11765.10,4390.80,623.80,122.40,8629.30,403.60,3299.60,953.30,306.30,4171.60,7175.80,1730.70,5163.30,1978.50
712,896.34,1582.36,2199.60,62.50,1424.90,14816.60,4425.80,608.80,111.60,8521.40,397.50,3298.70,924.30,303.20,4187.40,7170.30,1756.70,5159.70,2060.20
713,896.46,1583.86,2397.00,56.80,1552.40,18824.70,4556.10,609.90,122.60,8430.10,397.20,3280.90,880.70,291.60,4161.30,7170.80,1724.70,5133.20,2054.30
714,896.58,1585.35,2491.40,56.10,1624.20,23976.40,4798.50,597.50,114.20,8451.60,373.60,3288.40,894.50,305.60,4159.40,7087.60,1729.80,5150.10,2081.10
715,896.70,1586.85,2464.60,49.20,1633.60,29955.20,5139.40,597.80,110.70,8483.80,369.80,3279.50,872.90,312.40,4111.00,7084.50,1743.30,5113.90,2169.70
716,896.82,1588.34,2378.30,44.60,1587.80,36099.10,5650.40,596.70,108.10,8536.70,362.70,3257.10,845.50,303.20,4138.60,7095.70,1762.20,5130.60,2158.60
717,896.94,1589.83,2191.40,45.80,1484.30,41559.10,6369.60,600.20,120.60,8672.40,348.80,3261.60,808.40,290.90,4135.70,7101.20,1725.80,5110.50,2160.70
718,897.06,1591.32,2024.80,32.80,1339.70,45189.40,7273.30,593.10,110.90,8857.40,339.70,3239.90,782.10,296.30,4066.20,7019.10,1696.50,5119.80,2221.30
719,897.18,1592.81,1914.10,42.80,1186.10,45949.50,8312.80,595.90,104.60,9104.60,320.80,3246.70,784.60,313.70,4050.50,6982.40,1688.40,5078.00,2270.00
720,897.30,1594.30,1927.20,31.60,1069.90,43951.90,9460.30,592.20,100.50,9511.40,304.80,3214.20,761.60,276.10,4060.80,7022.40,1717.30,5098.70,2307.90
721,897.42,1595.79,2056.90,39.80,974.10,39346.60,10532.80,604.70,128.70,10024.80,322.20,3209.90,752.30,290.20,4091.60,6956.10,1707.60,5111.30,2377.60
722,897.54,1597.28,2278.00,28.80,954.20,33057.50,11320.90,591.10,114.60,10633.70,307.30,3179.80,703.00,271.80,4005.70,6941.80,1681.50,5083.50,2405.10
723,897.66,1598.76,2641.80,38.80,955.30,26366.80,11801.50,577.40,107.30,11519.60,292.50,3169.00,693.60,288.30,4058.80,6972.20,1748.70,5091.90,2437.60
724,897.78,1600.25,3040.20,35.80,1001.80,20289.70,11791.00,598.90,107.20,12617.90,288.50,3167.00,660.50,277.70,4030.70,6919.60,1699.70,5026.80,2490.40
725,897.90,1601.73,3424.40,34.80,1068.50,15373.00,11352.30,587.60,116.40,14000.40,286.30,3150.40,645.90,254.00,4034.60,6886.30,1724.00,5055.30,2532.30
726,898.02,1603.22,3680.30,34.80,1153.60,11795.60,10512.20,590.40,109.40,15628.60,273.00,3128.20,626.30,267.50,4027.00,6863.50,1718.20,5054.50,2580.40
727,898.14,1604.70,3796.80,35.40,1188.30,9215.60,9425.80,581.40,105.40,17506.10,259.40,3157.10,616.10,276.60,4028.60,6912.90,1713.80,5069.70,2581.60
728,898.26,1606.18,3663.80,28.00,1189.00,7413.40,8260.60,590.30,118.50,19248.60,266.40,3137.40,604.30,269.70,3962.70,6839.80,1659.90,4981.70,2707.10
729,898.38,1607.66,3358.20,16.90,1153.30,6191.80,7093.40,586.80,114.10,20808.80,261.80,3129.50,590.50,273.50,3944.20,6852.10,1692.90,5059.90,2689.90
730,898.50,1609.14,2937.30,25.40,1078.30,5332.60,6123.30,593.50,127.40,21918.10,251.90,3137.40,552.70,254.20,3991.30,6806.30,1683.20,5027.80,2776.00
731,898.62,1610.62,2478.90,29.80,959.10,4820.60,5356.40,589.80,127.30,22584.20,260.60,3120.60,540.60,252.20,3950.40,6767.20,1644.50,5035.90,2796.30
732,898.73,1612.10,2083.10,30.20,845.60,4591.20,4802.90,587.20,110.40,22781.40,236.00,3114.90,551.80,289.00,3935.50,6785.40,1650.90,5019.20,2832.70
733,898.85,1613.57,1739.30,18.60,721.50,4728.90,4421.30,571.40,107.70,22722.00,226.80,3090.90,516.00,238.10,3977.20,6785.00,1660.00,5044.80,3000.30
734,898.97,1615.05,1476.10,17.40,624.90,5145.60,4173.30,591.80,127.00,22334.80,225.40,3089.40,481.90,234.80,3924.30,6766.80,1678.70,5006.60,2857.80
735,899.09,1616.52,1282.70,39.00,540.60,5922.10,3993.30,575.00,109.00,21773.30,229.40,3076.20,473.50,253.80,3932.60,6736.60,1660.70,5001.30,2968.50
736,899.21,1617.99,1138.50,26.30,468.70,7146.20,3884.20,576.30,115.50,21077.40,213.60,3056.50,454.70,243.70,3922.40,6804.30,1674.00,5036.70,3031.70
737,899.33,1619.47,1025.70,15.30,415.30,8972.30,3824.60,581.20,141.40,19993.30,237.70,3056.00,455.20,228.60,3874.80,6635.90,1606.80,5006.70,3066.30
738,899.45,1620.94,952.10,12.80,359.90,11461.50,3752.20,571.90,105.30,18659.80,199.60,3050.70,430.10,238.40,3917.00,6690.40,1663.60,5022.60,3045.00
739,899.57,1622.41,905.20,16.80,327.90,14374.80,3734.60,579.90,116.70,17104.20,207.60,3012.70,407.90,231.70,3911.40,6687.90,1675.20,5017.60,3116.70
740,899.69,1623.88,835.10,29.40,289.80,17323.60,3693.90,569.10,110.90,15425.90,201.20,3023.70,374.70,231.10,3840.90,6638.30,1611.00,4950.20,3129.80
741,899.81,1625.35,762.60,18.30,265.50,19718.90,3705.80,564.70,128.90,13792.50,209.10,3003.30,371.30,225.60,3869.50,6625.10,1612.00,4945.50,3153.50
742,899.92,1626.81,697.90,23.80,246.60,20977.10,3716.00,576.20,121.30,12553.40,199.30,3051.20,385.60,235.20,3876.10,6644.00,1656.40,5001.30,3122.90
743,900.04,1628.28,641.10,23.70,225.50,20758.10,3711.20,583.20,124.80,11546.50,203.50,3014.20,341.40,218.70,3912.80,6630.20,1637.00,5001.40,3123.90
744,900.16,1629.74,581.70,10.20,205.40,19123.30,3728.30,575.90,120.20,10940.10,188.00,3007.80,333.60,237.00,3831.20,6587.30,1627.30,5022.90,3243.90
745,900.28,1631.21,522.50,31.00,193.80,16347.90,3771.30,590.90,119.90,10651.40,186.60,2994.20,335.00,237.60,3833.80,6557.50,1624.10,5008.60,3200.30
746,900.40,1632.67,462.50,20.70,178.10,13095.30,3802.80,583.00,121.80,10578.60,196.00,2983.80,320.50,242.20,3853.30,6607.30,1641.50,5047.10,3224.40
747,900.52,1634.13,405.30,8.50,164.70,9916.30,3888.30,577.50,123.10,10752.30,190.60,2998.50,311.30,233.10,3846.80,6561.00,1636.30,4982.00,3205.20
748,900.64,1635.60,368.30,30.00,157.80,7344.40,3969.80,573.90,114.90,11119.40,169.70,2981.10,316.50,238.90,3822.40,6548.50,1608.20,5000.30,3291.20
749,900.76,1637.06,333.60,13.20,136.40,5416.70,4056.20,587.00,115.50,11671.60,174.80,2982.00,291.60,232.60,3840.10,6534.20,1605.30,5001.40,3282.40
750,900.87,1638.51,293.10,29.20,128.60,4097.10,4217.50,576.30,131.40,12397.80,183.20,3004.10,294.80,247.30,3814.60,6539.10,1581.90,5011.90,3245.00
751,900.99,1639.97,278.80,30.50,123.80,3197.10,4397.70,597.30,128.00,13411.50,195.10,2973.60,268.40,206.40,3826.90,6508.50,1576.30,5004.20,3261.60
752,901.11,1641.43,253.90,23.80,120.10,2615.70,4646.50,598.40,130.10,14600.60,189.70,2977.40,245.90,214.20,3781.90,6464.80,1590.90,5006.70,3274.40
753,901.23,1642.89,234.80,24.20,110.50,2220.80,4914.10,589.70,116.50,15966.10,169.50,2980.50,246.30,237.90,3759.10,6427.70,1568.00,4984.80,3245.00
754,901.35,1644.34,216.60,11.60,102.50,1926.90,5280.10,616.60,139.70,17279.20,187.60,2974.00,245.30,200.80,3773.90,6447.80,1589.60,5059.70,3299.30
755,901.46,1645.80,207.20,30.60,94.00,1751.80,5672.00,642.50,135.00,18359.00,191.20,2992.90,243.10,226.50,3748.80,6425.00,1579.40,5030.80,3230.00
756,901.58,1647.25,199.50,14.60,88.90,1601.40,6055.90,657.90,127.30,19014.00,174.80,3013.50,247.10,239.00,3737.30,6418.40,1577.60,5029.20,3186.50
757,901.70,1648.70,194.00,24.00,86.80,1502.90,6447.90,705.80,134.90,19241.50,194.00,2996.30,210.00,213.80,3702.60,6407.40,1579.20,5033.70,3178.60
758,901.82,1650.15,171.80,21.60,87.70,1420.70,6826.20,738.20,133.40,19056.40,175.50,3009.50,196.70,220.00,3759.10,6433.80,1598.90,5059.40,3177.10
759,901.94,1651.60,160.10,19.20,77.40,1324.90,7109.20,796.00,149.30,18370.70,202.40,3013.10,193.00,210.20,3744.20,6431.10,1591.70,5073.30,3097.00
760,902.05,1653.05,164.60,26.00,72.60,1257.80,7341.10,809.70,127.80,17503.40,173.80,3036.60,180.50,212.90,3705.70,6373.00,1581.20,5047.20,3111.10
761,902.17,1654.50,155.70,27.20,75.00,1185.50,7478.30,826.20,148.00,16497.40,197.50,3055.50,193.40,231.20,3737.20,6371.80,1572.80,5122.80,3083.40
762,902.29,1655.95,149.40,36.50,66.50,1112.40,7532.70,844.20,158.70,15487.00,203.40,3027.60,167.20,233.50,3716.00,6373.10,1598.30,5072.40,3073.70
763,902.41,1657.40,139.90,25.20,65.20,1049.30,7490.30,786.30,138.30,14383.30,196.30,3043.60,180.80,241.00,3729.50,6352.00,1601.00,5092.40,3009.10
764,902.53,1658.84,122.30,19.40,67.90,984.70,7383.60,750.90,140.40,13244.90,210.30,2997.20,148.10,206.00,3686.50,6312.00,1558.10,5120.50,2891.40
765,902.64,1660.28,124.60,16.80,57.00,925.00,7172.50,715.80,142.60,12069.70,211.50,2998.10,171.70,241.20,3714.60,6337.60,1565.20,5150.90,2922.80
766,902.76,1661.73,125.90,25.90,65.10,887.60,6918.20,682.60,145.80,11058.40,221.40,2976.90,152.20,238.30,3672.70,6287.00,1529.70,5150.70,2869.00
767,902.88,1663.17,125.60,27.50,47.90,843.60,6564.40,653.80,148.40,10059.20,232.90,2943.10,145.40,224.20,3681.10,6278.90,1562.70,5160.60,2836.40
768,903.00,1664.61,117.30,33.00,59.60,809.80,6176.50,626.20,138.30,9235.90,237.50,2937.70,150.90,210.80,3643.90,6235.40,1566.40,5188.90,2783.80
769,903.11,1666.05,107.90,21.50,53.80,769.40,5775.20,613.80,139.70,8546.40,248.90,2901.80,118.20,218.30,3633.00,6210.40,1520.10,5145.10,2768.90
770,903.23,1667.49,102.70,28.60,47.00,747.40,5429.80,610.90,157.60,8066.20,263.90,2897.00,134.90,231.50,3625.10,6263.90,1551.70,5176.00,2669.20
771,903.35,1668.93,106.00,17.70,53.10,727.50,5067.70,604.70,143.40,7668.70,281.90,2866.50,127.10,226.30,3593.00,6197.80,1535.30,5195.10,2683.80
772,903.47,1670.37,109.10,24.40,50.30,691.70,4798.10,608.90,154.40,7397.50,311.40,2831.10,98.00,209.80,3610.30,6164.40,1545.50,5256.80,2610.30
773,903.58,1671.80,117.30,41.40,49.20,681.80,4567.10,600.10,150.60,7179.30,332.30,2862.10,117.80,247.60,3621.30,6196.90,1550.80,5277.60,2606.60
774,903.70,1673.24,105.40,41.30,50.50,682.10,4402.40,601.80,138.20,7029.20,329.10,2860.00,105.00,232.90,3619.70,6203.10,1607.10,5330.40,2553.40
775,903.82,1674.67,106.00,37.00,46.10,664.80,4281.00,597.40,153.80,6863.60,363.30,2870.90,118.30,231.60,3563.10,6150.60,1534.50,5325.00,2442.50
776,903.93,1676.11,112.50,39.30,54.70,655.30,4219.40,577.70,146.90,6704.50,366.00,2853.30,97.10,229.90,3577.10,6129.40,1537.90,5328.60,2396.30
777,904.05,1677.54,127.90,45.40,44.10,649.50,4213.80,587.60,147.20,6600.00,374.90,2833.80,91.40,212.10,3551.40,6110.30,1537.60,5356.20,2412.90
778,904.17,1678.97,112.00,42.60,45.60,646.50,4309.10,606.20,138.30,6514.20,387.30,2832.70,90.60,228.10,3560.00,6136.40,1529.80,5429.50,2309.80
779,904.29,1680.40,118.20,43.90,42.90,649.20,4417.80,580.40,145.60,6437.90,395.70,2825.60,91.70,231.20,3562.60,6129.30,1535.60,5428.20,2265.90
780,904.40,1681.83,128.40,66.20,45.60,639.80,4657.80,597.10,162.70,6358.10,425.30,2824.30,80.50,227.00,3562.70,6071.50,1493.90,5503.30,2232.30
781,904.52,1683.26,115.50,64.40,42.40,644.80,5003.80,585.20,140.90,6263.60,429.10,2808.60,89.80,212.00,3473.40,6009.10,1458.70,5499.70,2154.60
782,904.64,1684.69,106.30,62.60,47.10,633.50,5480.70,575.40,138.60,6182.90,436.90,2817.50,90.40,217.60,3512.50,6043.30,1525.60,5595.20,2055.50
783,904.75,1686.11,109.60,79.80,53.00,627.90,6159.80,576.40,148.80,6145.10,471.10,2808.30,86.80,223.80,3513.10,6023.60,1507.20,5674.50,2079.40
784,904.87,1687.54,95.50,72.40,51.60,626.20,6981.20,576.00,151.50,6105.50,512.80,2819.10,51.50,218.40,3441.90,5990.50,1476.90,5690.00,2010.30
785,904.99,1688.96,97.10,71.30,51.80,612.40,7950.50,575.30,134.00,6051.80,560.70,2784.90,47.40,211.80,3472.50,5954.20,1499.30,5820.20,1934.20
786,905.10,1690.39,85.80,65.60,51.30,597.50,8994.70,568.70,139.50,6027.90,629.30,2826.40,88.80,212.80,3475.20,5971.30,1516.80,5898.90,1979.70
787,905.22,1691.81,97.30,77.90,51.90,602.00,10037.40,567.20,144.50,5998.00,684.40,2811.30,70.60,232.30,3468.50,5971.00,1509.00,6013.40,1884.00
788,905.34,1693.23,75.80,65.00,59.50,590.60,10974.50,565.60,132.90,5956.60,758.40,2788.70,68.40,214.90,3410.10,5950.70,1470.10,6097.20,1822.00
789,905.45,1694.65,80.40,68.20,55.70,587.50,11660.50,555.70,129.60,5930.70,887.10,2787.90,53.20,210.50,3414.60,5930.30,1477.40,6283.70,1749.80
790,905.57,1696.07,73.50,55.70,56.00,588.30,12184.00,553.10,121.70,5886.60,1051.20,2822.20,62.20,208.70,3445.60,5889.20,1466.80,6530.70,1722.30
791,905.69,1697.49,68.90,49.90,59.60,575.00,12401.80,563.90,129.50,5861.50,1268.10,2795.60,45.70,181.80,3364.20,5848.50,1486.50,6920.00,1648.60
792,905.80,1698.91,59.40,47.60,68.70,582.00,12315.80,538.70,122.00,5854.00,1560.50,2821.90,59.90,203.40,3374.10,5885.40,1470.60,7427.30,1619.10
793,905.92,1700.32,60.70,48.80,57.70,575.20,11963.40,542.30,121.80,5799.90,1941.90,2815.20,31.20,191.30,3382.80,5886.00,1494.60,8209.50,1591.00
794,906.03,1701.74,62.90,36.20,53.70,579.90,11353.80,542.50,123.30,5776.80,2446.50,2813.00,53.30,199.20,3391.70,5854.10,1481.30,9362.40,1536.50
795,906.15,1703.15,56.60,35.20,57.60,582.50,10550.50,534.30,113.00,5742.10,2979.90,2822.00,38.60,199.50,3346.30,5800.00,1474.10,10798.60,1535.10
796,906.27,1704.57,51.50,33.50,55.90,576.00,9704.70,526.30,111.40,5728.30,3584.70,2811.70,50.90,192.60,3330.20,5805.80,1447.70,12486.50,1448.30
797,906.38,1705.98,45.70,26.40,50.20,574.50,8774.50,532.60,126.80,5706.30,4112.20,2795.20,22.90,186.30,3326.70,5767.30,1451.90,14018.70,1432.40
798,906.50,1707.39,63.60,35.60,54.80,580.40,7911.90,533.20,116.70,5686.40,4508.30,2837.60,42.10,178.40,3326.70,5765.80,1471.00,15216.40,1374.30
799,906.61,1708.80,40.30,27.40,47.00,585.40,7163.60,525.30,117.40,5653.50,4736.30,2819.40,31.00,165.10,3283.70,5696.30,1436.90,15660.50,1327.40
800,906.73,1710.21,49.00,22.10,46.00,572.10,6494.20,520.90,116.10,5630.00,4758.00,2830.60,35.30,156.80,3254.90,5711.40,1430.80,15301.70,1336.60
801,906.85,1711.62,54.20,24.70,42.20,587.50,5947.60,531.80,120.20,5599.40,4609.60,2861.40,35.30,181.50,3253.90,5693.50,1437.90,14333.40,1307.40
802,906.96,1713.03,52.00,34.90,41.90,572.80,5497.30,514.20,108.50,5620.40,4322.50,2840.30,31.40,157.40,3249.50,5707.80,1416.40,12888.60,1231.60
803,907.08,1714.43,42.90,25.10,45.50,576.10,5052.40,524.10,116.90,5573.30,3958.50,2842.50,16.50,158.20,3232.60,5670.20,1411.40,11278.60,1171.20
804,907.19,1715.84,47.80,30.00,38.70,564.50,4750.70,523.10,124.30,5529.00,3586.90,2885.00,15.10,154.70,3267.10,5646.30,1463.10,9886.30,1213.30
805,907.31,1717.24,45.60,36.20,37.10,554.20,4458.10,508.50,97.50,5541.10,3206.50,2887.30,13.40,159.20,3216.60,5663.50,1439.10,8720.40,1113.40
806,907.42,1718.65,51.10,40.80,35.30,555.20,4204.00,516.90,119.60,5511.50,2830.70,2924.30,18.50,146.90,3182.10,5589.50,1423.30,7949.60,1047.40
807,907.54,1720.05,47.80,39.00,33.00,553.80,3969.10,500.40,105.60,5478.70,2504.00,2983.30,5.40,153.20,3186.10,5611.80,1456.40,7410.30,1072.30
808,907.65,1721.45,35.10,29.70,29.10,555.00,3792.90,496.90,109.20,5469.30,2195.70,3008.90,4.00,112.10,3193.50,5596.90,1432.60,7080.80,1023.00
809,907.77,1722.85,40.30,32.90,26.80,552.90,3636.40,503.80,106.00,5434.40,1946.10,3074.90,-6.50,134.50,3210.10,5576.10,1435.90,6927.40,1007.50
810,907.89,1724.25,37.90,27.30,22.60,561.90,3546.20,492.20,109.80,5408.30,1721.10,3152.50,-2.90,121.50,3149.50,5532.20,1424.20,6790.80,1026.60
811,908.00,1725.65,47.50,29.80,24.20,552.00,3478.00,499.60,104.40,5397.00,1517.40,3275.70,6.30,121.70,3169.00,5520.00,1423.40,6745.80,950.40
812,908.12,1727.05,46.70,31.60,25.00,550.30,3357.00,498.40,107.80,5364.80,1332.20,3384.00,13.10,132.20,3118.50,5457.10,1370.70,6685.40,980.40
813,908.23,1728.44,40.10,13.80,22.30,561.10,3286.20,483.60,108.40,5359.30,1182.30,3540.40,-3.70,116.90,3090.30,5464.50,1379.80,6679.90,944.30
814,908.35,1729.84,58.60,30.70,27.50,557.30,3221.40,490.70,96.50,5349.10,1074.70,3737.80,-3.60,122.20,3126.40,5453.50,1407.30,6724.40,909.10
815,908.46,1731.23,50.90,14.00,20.10,569.40,3123.10,497.20,92.70,5304.10,972.60,3904.10,-9.40,115.80,3063.30,5402.80,1373.40,6743.30,861.50
816,908.58,1732.63,52.80,22.40,23.90,564.60,3010.10,478.70,84.50,5290.40,872.90,4117.90,-7.20,107.40,3089.90,5436.20,1380.30,6746.40,789.30
817,908.69,1734.02,43.90,19.40,22.10,563.40,2951.20,481.80,107.10,5280.40,821.70,4352.40,-2.10,100.50,3079.70,5403.10,1378.80,6830.60,808.90
818,908.81,1735.41,46.30,18.00,20.60,569.50,2842.50,466.50,80.20,5250.70,745.20,4571.00,-14.60,100.10,3072.60,5355.50,1347.00,6874.50,810.10
819,908.92,1736.80,44.70,16.40,21.70,558.70,2752.20,468.50,81.70,5201.10,710.00,4781.50,-11.90,118.80,3072.00,5352.90,1394.90,6876.40,799.20
820,909.04,1738.19,44.20,9.20,27.60,568.60,2701.80,468.20,94.20,5238.90,685.50,5013.00,5.10,101.40,3037.50,5348.10,1360.20,6968.30,741.60
821,909.15,1739.58,36.90,15.60,24.80,557.20,2627.40,472.70,89.40,5199.40,662.40,5189.40,2.60,118.20,3007.90,5307.10,1342.90,7001.60,772.00
822,909.27,1740.97,33.70,14.40,21.20,547.30,2585.70,467.20,92.80,5193.80,636.90,5310.70,-15.50,107.00,3014.20,5313.20,1349.20,7082.90,804.30
823,909.38,1742.35,40.70,14.30,14.10,543.50,2540.00,448.30,77.30,5164.20,628.00,5376.80,9.80,120.60,2992.30,5257.70,1347.20,7111.20,767.40
824,909.49,1743.74,45.60,17.90,23.70,535.00,2484.60,446.10,70.10,5141.70,630.20,5464.60,-0.90,111.50,3002.90,5264.50,1364.50,7196.70,692.60
825,909.61,1745.12,39.20,20.20,17.00,512.80,2466.70,449.40,75.70,5129.30,648.90,5469.50,-5.90,103.40,3002.70,5221.90,1336.30,7226.50,684.40
826,909.72,1746.51,39.20,15.50,20.30,507.30,2435.80,461.20,81.00,5134.80,636.90,5443.30,6.80,109.50,2958.30,5209.10,1339.10,7270.90,670.90
827,909.84,1747.89,37.30,21.20,16.00,503.70,2403.90,437.10,57.50,5084.70,629.00,5334.30,-8.00,91.60,2909.90,5159.40,1306.20,7275.90,658.20
828,909.95,1749.27,30.20,11.50,19.50,487.50,2408.10,457.70,73.70,5116.30,650.60,5205.90,-17.20,87.80,2919.50,5174.60,1313.60,7324.20,688.00
829,910.07,1750.65,37.10,25.30,19.30,474.50,2362.50,457.90,78.30,5087.80,632.70,5059.30,-17.50,90.00,2942.90,5161.40,1329.80,7394.40,647.60
830,910.18,1752.03,35.50,16.40,20.60,462.80,2360.00,455.10,73.90,5060.30,591.70,4845.90,-22.50,102.20,2894.30,5163.00,1324.30,7423.70,621.10
831,910.30,1753.41,35.80,17.90,26.90,449.00,2346.10,441.60,64.20,5026.50,561.40,4627.70,-11.90,96.40,2893.00,5155.90,1343.50,7456.80,606.90
832,910.41,1754.79,38.50,14.60,21.70,444.20,2318.80,437.10,71.40,5008.60,522.40,4336.10,-19.30,80.30,2906.00,5143.00,1354.80,7520.70,565.10
833,910.52,1756.17,26.70,6.10,18.00,436.10,2289.60,451.00,61.40,5028.20,490.10,4106.30,-14.60,88.60,2821.50,5094.20,1297.20,7473.50,570.60
834,910.64,1757.54,18.40,5.90,19.80,437.30,2302.70,438.20,63.90,5011.80,437.70,3858.50,-16.90,75.70,2872.10,5063.40,1327.80,7512.90,524.80
835,910.75,1758.92,32.60,24.50,23.30,423.20,2266.90,424.10,53.50,5007.30,401.70,3642.90,-26.00,83.00,2854.30,5076.90,1296.60,7522.80,541.80
836,910.87,1760.29,29.80,19.60,20.00,423.50,2275.70,432.90,44.40,4990.40,370.00,3399.30,-33.00,60.50,2820.90,5023.10,1286.60,7558.90,510.40
837,910.98,1761.66,39.10,21.30,13.50,422.20,2261.70,450.40,62.40,4996.20,337.80,3216.20,-33.80,66.90,2817.80,5045.30,1294.40,7531.50,527.00
838,911.09,1763.03,26.40,15.10,16.80,423.90,2241.30,428.10,45.40,4977.80,308.80,3080.80,-20.40,71.40,2800.50,5031.00,1297.50,7538.80,498.70
839,911.21,1764.41,35.20,22.20,18.60,421.90,2231.90,441.80,49.10,4967.60,297.30,2942.00,-39.70,66.50,2842.70,5039.00,1319.60,7550.70,464.70
840,911.32,1765.78,29.30,15.30,20.00,424.60,2222.80,428.80,49.00,4969.90,276.20,2822.60,-28.40,78.40,2780.80,4972.20,1288.90,7486.50,535.00
841,911.43,1767.14,31.30,16.20,16.60,417.10,2199.90,425.40,39.90,4951.60,246.50,2730.10,-32.20,60.70,2794.00,4994.40,1290.80,7488.70,502.40
842,911.55,1768.51,26.00,10.40,17.60,427.00,2203.50,428.00,47.10,4918.00,227.50,2714.50,-17.50,75.00,2770.90,4938.30,1257.10,7438.40,464.10
843,911.66,1769.88,32.10,7.90,17.20,425.10,2194.90,423.20,60.50,4897.80,232.50,2608.20,-37.70,75.80,2783.80,4976.70,1275.50,7416.20,450.80
844,911.78,1771.24,31.90,18.90,15.20,424.90,2194.50,430.20,63.60,4904.60,228.70,2572.60,-30.80,71.70,2762.90,4929.90,1260.90,7374.50,466.10
845,911.89,1772.61,37.70,11.60,16.70,423.20,2166.50,410.40,39.20,4856.40,194.90,2540.00,-30.60,68.10,2766.60,4911.40,1243.00,7287.40,469.00
846,912.00,1773.97,41.50,4.90,16.80,418.40,2161.60,411.60,42.20,4837.90,190.80,2486.20,-43.70,60.50,2755.20,4909.20,1275.30,7264.40,412.90
847,912.12,1775.34,47.60,22.50,14.20,407.40,2140.20,417.90,39.40,4826.30,188.70,2488.10,-18.60,86.90,2700.60,4877.10,1249.60,7190.60,364.60
848,912.23,1776.70,36.90,10.30,15.90,404.60,2101.80,411.90,44.50,4794.90,184.00,2435.90,-25.30,72.90,2704.80,4809.20,1249.60,7083.20,394.20
849,912.34,1778.06,38.50,16.30,13.20,402.60,2108.60,397.40,46.70,4797.20,177.50,2418.80,-42.60,74.20,2707.60,4862.10,1254.80,7039.80,373.70
850,912.46,1779.42,46.00,12.70,14.00,393.20,2095.10,409.90,38.20,4790.30,185.40,2392.20,-26.80,68.60,2721.70,4834.40,1272.50,6932.70,393.50
851,912.57,1780.78,43.30,11.90,16.00,385.40,2093.60,410.40,40.40,4801.20,175.60,2398.70,-38.30,57.60,2690.50,4831.90,1252.50,6853.40,422.50
852,912.68,1782.13,54.60,13.30,17.30,381.00,2081.50,385.70,29.30,4778.70,169.90,2371.00,-29.30,71.60,2656.90,4805.70,1235.40,6744.10,388.60
853,912.79,1783.49,55.20,9.80,13.90,369.90,2060.70,397.20,35.70,4714.50,166.70,2350.20,-38.20,71.60,2657.60,4762.70,1230.80,6609.10,378.30
854,912.91,1784.85,59.90,7.20,16.90,367.70,2058.70,395.30,46.10,4726.90,163.40,2327.40,-33.90,60.60,2634.70,4772.50,1238.60,6516.60,398.20
855,913.02,1786.20,61.20,2.60,15.00,363.80,2058.70,404.50,47.50,4728.50,166.00,2315.10,-47.70,44.40,2649.40,4761.80,1229.60,6416.50,346.80
856,913.13,1787.56,70.90,12.80,19.00,354.90,2015.00,390.70,33.20,4686.90,163.70,2317.90,-34.30,72.20,2622.40,4715.50,1218.20,6262.30,378.10
857,913.25,1788.91,62.80,0.00,16.60,343.20,2018.60,400.50,41.00,4683.20,159.20,2297.30,-28.70,48.20,2623.50,4737.70,1217.90,6169.90,330.50
858,913.36,1790.26,67.50,6.30,16.20,347.00,2014.70,398.60,43.40,4674.10,154.00,2297.60,-45.10,62.10,2621.80,4694.70,1222.60,6094.30,324.50
